,pf_batt_voltage,pf_batt_min_voltage,pf_batt_max_voltage,pf_batt_capacity,pf_batt_max_charge_rate,pf_batt_max_discharge_rate,pf_batt_soc,pf_batt_stored_energy,pf_batt_usable_stored_energy,pf_batt_usable_min_energy,pf_batt_usable_max_energy,pf_batt_usable_is_full,pf_target_power_pv,pf_target_power_wt,pf_battery_remaining_energy,pf_total_energy,simulink_wt_target_power,simulink_wt_clock,simulink_wt_actual_power,simulink_wt_max_power,simulink_wt_pitch,simulink_wt_wind_speed,simulink_wt_rotor_speed,simulink_pv_target_power,simulink_pv_clock,simulink_pv_actual_power,simulink_pv_max_power,simulink_pv_irradiance,simulink_pv_irradiance_demand,simulink_pv_irradiance_limited,simulink_pv_i_dc,simulink_pv_i_dc_max,simulink_pv_v_dc,simulink_batt_I_cc,simulink_batt_V_top,simulink_batt_voltage,simulink_batt_current,simulink_batt_cell_voltage1,simulink_batt_cell_voltage2,simulink_batt_cell_voltage3,simulink_batt_cell_current1,simulink_batt_cell_current2,simulink_batt_cell_current3,simulink_batt_soc1,simulink_batt_soc2,simulink_batt_soc3,simulink_batt_cell_temperature1,simulink_batt_cell_temperature2,simulink_batt_cell_temperature3,simulink_batt_fault1,simulink_batt_fault2,simulink_batt_fault3
0,5.0,5,200,2000,5,5,0.0,10000.0,0.0,10000,400000,0,1750,1500,10405.316201305937,812.5,1500.0,0.05,0.0,0.10364768580383141,0.0,10.329907021001313,1.0164733176127325,1750.0,0.05,1923.0939814211326,1929.180831670376,823.2990702100132,820.8490702100131,823.2990702100132,5.623081817020855,5.640879624767181,342.0,15.581120014596667,5.202658100652969,10.173878596265908,1.9999948261436753,3.8374415073206913,3.1533498775284983,3.1830872114167192,1.9999592144437663,-4.227687821554326,-4.300217936216299,0.4711986442993688,0.3739251564859681,0.2946235680644573,20.167964374481812,20.897123881814196,21.150729967503594,1.0,1.0,1.0
1,5.202658100652969,5,200,2000,5,5,20.265810065296908,10405.316201305937,405.31620130593814,10000,400000,0,1750,1500,10810.269867366014,812.5,1500.0,0.1,0.2849203724534755,0.41491837865306563,0.0,10.329907021001313,1.0221253918219124,1750.0,0.1,1916.8080623511512,1929.180831670376,823.2990702100132,818.3490702100131,823.2990702100132,5.604701936699272,5.640879624767181,342.0,14.984035404427747,5.405134933683007,14.255838857540077,15.581110961263436,5.44431710405268,4.389733437341453,4.421788316145944,15.581057674009735,6.33785864813001,6.259675972490971,0.499340104914684,0.4024273908881751,0.36443117530970426,32.319870904826814,24.754642906863637,23.77860214643397,1.0,1.0,1.0
2,5.405134933683007,5,200,2000,5,5,40.513493368300686,10810.269867366014,810.2698673660136,10000,400000,0,1750,1500,11214.158023853755,812.5,1500.0,0.15,0.7486810652763636,0.8549918065318205,0.0,10.329907021001313,1.0258254248351801,1750.0,0.15,1910.521949064443,1929.180831670376,823.2990702100132,815.8490702100132,823.2990702100132,5.586321488492524,5.640879624767181,342.0,14.406365796830265,5.607079011926878,14.148610420148684,14.98402666082703,5.418916511605255,4.349422247430206,4.380271661113222,14.983973652978618,5.839094323326693,5.763851806942857,0.5252298776762725,0.42865597963637114,0.4315636747110433,39.07034184253007,29.227384699751553,26.55075244950592,1.0,1.0,1.0
3,5.607079011926878,5,200,2000,5,5,60.70790119268779,11214.158023853755,1214.1580238537558,10000,400000,0,1750,1500,11617.698300318083,812.5,1500.0,0.2,1.1843987348304914,1.2571210674365643,0.0,10.329907021001313,1.027249669037368,1750.0,0.2,1904.2356417548874,1929.180831670376,823.2990702100132,813.3490702100131,823.2990702100132,5.567940472967507,5.640879624767181,342.0,13.893983680167667,5.808849150159041,14.004514527969054,14.406357399285076,4.308917930937129,5.354655022225368,4.340941574806556,5.134064885515379,14.406305098309936,5.282109585800531,0.5489619931338365,0.46246320717307277,0.4861311166673976,40.41574879030401,35.653702183595385,29.53015238635254,1.0,1.0,1.0
4,5.808849150159041,5,200,2000,5,5,80.88491501590411,11617.698300318083,1617.6983003180821,10000,400000,0,1750,1500,12018.267257905982,812.5,1500.0,0.25,1.4640682914997956,1.4969757427381656,0.0,10.329907021001313,1.0269059203408508,1750.0,0.25,1897.9491406161972,1929.180831670376,823.2990702100132,810.8490702100131,823.2990702100132,5.549558890690635,5.640879624767181,342.0,13.332003657162549,6.009133628952991,13.898380595987632,13.893975590511353,4.263690790945878,5.327977101987846,4.306712703053908,4.734750898452834,13.893923582992045,4.853212830627958,0.5707691533096138,0.5247119693653728,0.5073517017033667,36.95450367238459,44.64208732022604,33.92647667855357,1.0,1.0,1.0
5,6.009133628952991,5,200,2000,5,5,100.91336289529914,12018.267257905982,2018.2672579059827,10000,400000,0,1750,1500,12418.523386884535,812.5,1500.0,0.3,1.5651343955859258,1.5645346324003777,0.0,10.329907021001313,1.0256816257930037,1750.0,0.3,1891.66244584191,1929.180831670376,823.2990702100132,808.3490702100131,823.2990702100132,5.5311767422278075,5.640879624767181,342.0,12.892229341896556,6.209261693442268,13.80838471281106,13.331995857785977,5.288745158952665,4.252955590957178,4.266683962901217,13.331944281816142,4.422348048842494,4.3888641720841415,0.5904879632957989,0.5493315810595003,0.5622251362995515,42.494114548409414,43.29375062034774,37.75289671310583,1.0,1.0,1.0
6,6.209261693442268,5,200,2000,5,5,120.92616934422676,12418.523386884535,2418.5233868845353,10000,400000,0,1750,1500,12818.470067730415,812.5,1500.0,0.35000000000000003,1.545734019817554,1.5272416639943946,0.0,10.329907021001313,1.0243256463240074,1750.0,0.35000000000000003,1885.3755576254016,1929.180831670376,823.2990702100132,805.849070210013,823.2990702100132,5.512794028144449,5.640879624767181,342.0,12.480324991442385,6.409235033865207,13.722483034738215,12.89222182751782,5.2290123525551,4.257311487436421,4.236159194746693,12.892170908605966,3.971949880794184,4.023540796338245,0.6085619528257377,0.6007639054788687,0.5860318478242058,39.884449297496985,48.98793904572011,40.960403158351426,1.0,1.0,1.0
7,6.409235033865207,5,200,2000,5,5,140.92350338652074,12818.470067730415,2818.4700677304145,10000,400000,0,1750,1500,13218.110658253983,812.5,1500.0,0.4,1.4770437803195802,1.456664394543058,0.0,10.329907021001313,1.023237851749929,1750.0,0.4,1879.0884761598775,1929.180831670376,823.2990702100132,803.349070210013,823.2990702100132,5.49441074900549,5.640879624767181,342.0,12.093728093402344,6.609055329126992,13.653461744564629,12.480317747031389,4.200489752845574,5.242433914530548,4.210538077188507,3.4790956107229896,12.480266680483002,3.674127246890162,0.6250938367341696,0.6298930000265327,0.6290410830499595,41.981458788577925,49.29190793897726,43.632467842534254,1.0,1.0,1.0
8,6.609055329126992,5,200,2000,5,5,160.90553291269921,13218.110658253983,3218.110658253984,10000,400000,0,1750,1500,13616.852898009616,812.5,1500.0,0.45,1.4073616125701427,1.392490810553301,0.0,10.329907021001313,1.0225205523977565,1750.0,0.45,1872.801201638374,1929.180831670376,823.2990702100132,800.849070210013,823.2990702100132,5.476026905375363,5.640879624767181,342.0,11.713198130058885,6.808426449004808,15.7704761125775,12.093718931594195,5.258821112963787,5.262065714869126,5.249589284744586,12.093667684787418,12.093667649096954,12.09366773384119,0.6777136738664011,0.6840761009089409,0.6816263173024804,46.21181925278751,55.25954082601123,53.91399402925873,1.0,1.0,1.0
9,6.808426449004808,5,200,2000,5,5,180.84264490048085,13616.852898009616,3616.8528980096166,10000,400000,0,1750,1500,14015.302252021222,812.5,1500.0,0.5,1.3590947385840546,1.3461651990748729,0.0,10.329907021001313,1.0221078988379775,1750.0,0.5,1866.5137342537596,1929.180831670376,823.2990702100132,798.3490702100129,823.2990702100132,5.457642497818011,5.640879624767181,342.0,11.371837634229914,7.007651126010611,15.805569460537566,11.713189132634826,5.2698574657721275,5.272259299130052,5.263452695635385,11.713137764428701,11.713137738008651,11.713137782246337,0.7301918913897494,0.736554317905755,0.7341045344393957,49.64228862033201,61.16655408434178,62.82958337645704,1.0,1.0,1.0
10,7.007651126010611,5,200,2000,5,5,200.7651126010611,14015.302252021222,4015.3022520212216,10000,400000,0,1750,1500,14412.89232500819,812.5,1500.0,0.55,1.337038868464966,1.3141179276579769,0.0,10.329907021001313,1.0218732077697568,1750.0,0.55,1860.226074198736,1929.180831670376,823.2990702100132,795.8490702100129,823.2990702100132,5.439257526896888,5.640879624767181,342.0,11.034289690684751,7.206446162504095,5.502659430561197,11.371839655423056,5.275222636703364,0.11371839693109996,0.11371839692673218,11.371788228200312,11.371839654286905,-3.838631246465027e-08,0.7740078809242462,0.7864841687236229,0.7850533628093351,52.404197530871386,66.35535281891168,69.28903182668358,1.0,0.0,0.0
11,7.206446162504095,5,200,2000,5,5,220.64461625040954,14412.89232500819,4412.892325008191,10000,400000,0,1750,1500,14810.202354168377,812.5,1500.0,0.6,1.3366153858501906,1.2874188989592499,0.0,10.329907021001313,1.0216941428508797,1750.0,0.6,1853.9382216658348,1929.180831670376,823.2990702100132,793.3490702100129,823.2990702100132,5.420871993174956,5.640879624767181,342.0,10.730711698840862,7.405101177084188,4.439857817288181,11.034292457268533,4.219171967396569,0.11034292494645673,0.11034292494515555,1.986364796259025,11.034292456165105,-3.834944828837215e-08,0.7740078807522939,0.7864841685510265,0.8150250057802652,50.5010753714846,63.67381581196395,68.14899140336809,1.0,0.0,0.0
12,7.405101177084188,5,200,2000,5,5,240.51011770841885,14810.202354168377,4810.202354168377,10000,400000,0,1750,1500,15206.159018071216,812.5,1500.0,0.65,1.349748854019579,1.2570400393633367,0.0,10.329907021001313,1.0214832441757715,1750.0,0.65,1847.6501768474222,1929.180831670376,823.2990702100132,790.8490702100129,823.2990702100132,5.402485897214685,5.640879624767181,342.0,10.415691784684812,7.603079509035608,4.409227699431641,10.730714694707014,4.194613404790929,0.10730714732096491,0.10730714731974678,1.7441834248625074,10.730714693633942,-3.833976028919506e-08,0.7740078805804406,0.7864841683786069,0.8228556458257477,46.26653117102086,60.887483341412576,66.56184613488978,1.0,0.0,0.0
13,7.603079509035608,5,200,2000,5,5,260.30795090356077,15206.159018071216,5206.1590180712155,10000,400000,0,1750,1500,15601.85422103369,812.5,1500.0,0.7000000000000001,1.3686202178490015,1.2164645988321394,0.0,10.329907021001313,1.0211946372088951,1750.0,0.7000000000000001,1841.361939935697,1929.180831670376,823.2990702100132,788.349070210013,823.2990702100132,5.384099239578061,5.640879624767181,342.0,10.144825028015346,7.800927110516844,4.378057393673366,10.415695009699125,4.16974349273207,0.10415695047123595,0.10415695047006081,1.4913385044580778,10.415695008657554,-3.8347579084604756e-08,0.774007880408585,0.7864841682062121,0.8295563908572858,43.29400413275607,58.16375726375975,64.64463470903206,1.0,0.0,0.0
14,7.800927110516844,5,200,2000,5,5,280.09271105168443,15601.85422103369,5601.854221033688,10000,400000,0,1750,1500,15997.290980871434,812.5,1500.0,0.75,1.3876252633350017,1.1629196594393396,0.0,10.329907021001313,1.0208166220733292,1750.0,0.75,1835.0735111226888,1929.180831670376,823.2990702100132,785.8490702100131,823.2990702100132,5.365712020826575,5.640879624767181,342.0,9.88759310087148,7.998645490435717,8.381284746527461,10.144824447640763,4.1488991322955355,4.130937369382047,0.10144824484987863,1.2725788304633276,1.5327820578990838,-3.836065985194966e-08,0.7740078802366903,0.7913049268456793,0.8352770061273972,41.06579812910326,55.72911998405908,62.54445355313169,1.0,1.0,0.0
15,7.998645490435717,5,200,2000,5,5,299.8645490435717,15997.290980871434,5997.290980871433,10000,400000,0,1750,1500,16392.472292733768,812.5,1500.0,0.8,1.4038511354332384,1.0978486810453634,0.0,10.329907021001313,1.0203585425142043,1750.0,0.8,1828.7848906002596,1929.180831670376,823.2990702100132,783.3490702100133,823.2990702100132,5.3473242415212265,5.640879624767181,342.0,9.642994779683224,8.196236146366884,8.33962470320399,9.887592759877782,4.12894471136458,4.11180406386673,0.09887592797268019,1.0652331825562253,1.3222169690677688,-3.837809966556357e-08,0.7740078800647288,0.7972501045924704,0.8400664550747508,39.306029441067324,53.474021997363764,60.382574629462226,1.0,1.0,0.0
